OID_,gradient,modificati,modificat1,modified,monitoring,municipali,natureofev,entrancelo,provincete,nhnwatersh,fishpassty,operatingn,operatedby,architect,constructe,length_m,contracted,depth_m,designedon,elevationm,engineerin,estimateof,estimateo1,fishwayref,hasevaluat,knownnotus,latitude,longitude,maxfishway,meanfishwa,entrancepo,completele,operationp,plansheldb,purpose,rivernamee,rivernamef,nhnwaters1,completel1,cabd_id,dam_id,known_use,datasource,featuretyp,waterbodyn,waterbody1,yearconstr,entrancep1,entrancel1,provincet1,fishpasst1,structuren,structure1,PRPWSHID,NHN7DWSH,NHN4DWSH
267,0.000000000000000, ,0,0, ,Shelburne,Evaluation of fish Passage,0,ns,Mersey,3,The pool drop from the third pool to the fourth pool is slightly larger than the rest of the pool drops., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,43.754251373300001,-65.080822067499994,0.000000000000000,0.000000000000000,0,0, , , ,Walls Brook, ,01ED000, ,81049c29-ef23-476a-97db-f97e3e349052,031a2dd5-a756-483a-be91-b26882c56c16, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/81049c29-ef23-476a-97db-f97e3e349052,fishways, , ,0, , ,Nova Scotia,Pool and weir,DU6508 Wall's Brook Dam, , ,01ED000,01ED
268,0.000000000000000, ,0,0, ,South Bruce Peninsula, ,0,on,Bruce Peninsula,3,"Privately owned dam and fishway, dam and fishway have been operated privately for over 100 years",Hepworth Anglers, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,small pool and weir fishway (6-7 steps),0.000000000000000,0.000000000000000, ,0, ,44.647197220000002,-81.192149999999998,0.000000000000000,0.000000000000000,0,0, , , ,Spring Creek, ,02FA000, ,82066c45-c9ad-4087-b88b-7da3632ceb7c,66adf6cd-b0b7-446b-bffa-6128eeddde12, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/82066c45-c9ad-4087-b88b-7da3632ceb7c,fishways, , ,0, , ,Ontario,Pool and weir,Spring Creek fishway, ,ON-02FA-01,02FA000,02FA
269,0.000000000000000, ,0,0, ,"Division No. 18, Unorganized", ,0,sk,Lower Beaver (Alta.-Sask.),9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,55.161125443800003,-107.509289703999997,0.000000000000000,0.000000000000000,0,0, , , , , ,06AG000, ,826ae8de-9aba-4a59-8073-768d4221ea0f,6f44ff7f-2c8f-4144-8e12-b68297eabb51, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/826ae8de-9aba-4a59-8073-768d4221ea0f,fishways, , ,0, , ,Saskatchewan,Unknown,Lac La Plonge Dam, , ,06AG000,06AG
270,0.000000000000000, ,0,0, ,Argyle, ,0,ns,Tusket,3,"Could not access the fish way because it is fenced in. It appears to be fully functional and no maintenance required, but we could not collect other data because of the fence.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,0, ,43.886695000000003,-65.969614000000007,0.000000000000000,0.000000000000000,0,0, , , ,Tusket River, ,01EA000, ,8340da77-7e5e-4e8e-9551-591c0c596ed8,0b26f130-9828-4b83-a9f5-b411ae36b673, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8340da77-7e5e-4e8e-9551-591c0c596ed8,fishways, , ,0, , ,Nova Scotia,Pool and weir,Diversion Dam/Eel Fishway, , ,01EA000,01EA
271,0.000000000000000, ,0,0, ,"Annapolis, Subd. A", ,0,ns,Sissiboo,6,Moose River Dam was removed in 2012., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.655291836799996,-65.590633835700004,0.000000000000000,0.000000000000000,0,0, , , ,West Moose River, ,01DB000, ,836ae1cb-ac12-4fb9-896a-c6c2a130a6b9,a48be45a-6eed-46db-aaf1-b3648c19fa8b, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/836ae1cb-ac12-4fb9-896a-c6c2a130a6b9,fishways, , ,0, , ,Nova Scotia,Vertical slot,Moose River Dam, , ,01DB000,01DB
272,12.500000000000000, ,0,0, ,Kent, ,0,bc,Harrison,3, , , , ,9.500000000000000, ,0.000000000000000,0,1.200000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.347772220000003,-121.707494400000002,0.000000000000000,0.000000000000000,1,0, , , ,Hicks Lake, ,08MG0X2, ,838cbc87-8cf2-4acb-b169-0eaeabfe735c,b661449e-61e1-46a3-ab46-1e466a901fe2, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/838cbc87-8cf2-4acb-b169-0eaeabfe735c,fishways, , ,0,Bottom, ,British Columbia,Pool and weir,Hicks Lake Dam, ,BC_63,08MG0X2,08MG
273,0.000000000000000, ,0,0, ,"Division No.  6, Subd. C", ,0,nl,Exploits,9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.186525398299999,-55.922438212400003,0.000000000000000,0.000000000000000,0,0, , , , , ,02YO000, ,847147c5-9e15-4721-8156-bb91075db418,44ef4032-f6b3-4fa6-835f-fa6d213a2312, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/847147c5-9e15-4721-8156-bb91075db418,fishways, , ,0, , ,Newfoundland and Labrador,Unknown,South Twin Dam, , ,02YO000,02YOB
274,16.600000000000001, ,0,0, ,Cariboo G, ,0,bc,Lower Fraser - Williams Lake,4,"Operated by Ducks Unlimited

Unsure if GPS coordinates are correct",Ducks Unlimited, , ,12.100000000000000,Ducks Unlimited,0.200000000000000,0,1.520000000000000,"Fishpipe design

No resting pools

Designed to pass juvenile rainbow trout

Fishway can be closed to prevent icing in winter

Hinged pipe with an exit at the lake water surface supported by flotation device",0.000000000000000,0.000000000000000, ,0, ,51.796458330000000,-121.643311100000005,0.000000000000000,0.000000000000000,0,0, ,Ducks Unlimited,pass juvenile rainbow trout,Helena Lake, ,08MC003, ,8528cc59-6fd3-408c-8de4-e540c200fcab,b1afdebf-b24f-449c-936e-4eedcafb307b, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8528cc59-6fd3-408c-8de4-e540c200fcab,fishways, , ,1981, , ,British Columbia,Pool and weir with hole,Helena Lake storage dam, ,BC_175,08MC003,08MC
275,0.000000000000000, ,0,0, ,Candle Lake, ,0,sk,Torch,2, ,Saskatchewan Watershed Authority, , ,0.000000000000000, ,0.000000000000000,0,3.100000000000000, ,0.000000000000000,0.000000000000000, ,0, ,53.766819556300000,-105.160287979000003,0.000000000000000,0.000000000000000,0,0,janjan, , ,Candle Lake/Torch River, ,05KE000, ,87211b82-7098-4710-a16f-18f5851f9f39,fd21b102-e59c-4c06-b8f0-86be67efdd32, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/87211b82-7098-4710-a16f-18f5851f9f39,fishways, , ,0, , ,Saskatchewan,Nature-like fishway,Candle Lake Fishway, , ,05KE000,05KE
276,0.000000000000000, ,0,0, ,Grand Falls-Windsor, ,0,nl,Exploits,9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.931748982000002,-55.702634115700000,0.000000000000000,0.000000000000000,0,0, , , , , ,02YO000, ,87fe82b4-ea54-425e-b520-936a2924844e,6204efc1-d004-4d45-9a21-2847ff56a825, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/87fe82b4-ea54-425e-b520-936a2924844e,fishways, , ,0, , ,Newfoundland and Labrador,Unknown,Goodyear's Dam, , ,02YO000,02YOB
277,0.000000000000000, ,0,0, ,Clare,Evaluation of fish Passage,0,ns,Tusket,3,"All of the baffles were made of concrete except the top one was made of wood. The top notch does not have a notch chute, but the rest of the notches do have notch chutes. There is a bridge upstream that does not interfere with fish passage.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.173740000000002,-65.932879999999997,0.000000000000000,0.000000000000000,0,0, , , ,Wentworth Lake Tributary, ,01EA000, ,89866e53-f358-4fcb-a5bc-a91a1f373484,d13468a0-c6ed-4d23-8421-bd58c3c86331, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/89866e53-f358-4fcb-a5bc-a91a1f373484,fishways, , ,0, , ,Nova Scotia,Pool and weir,Wentworth Lake, , ,01EA000,01EA
278,0.000000000000000, ,0,0, ,Corner Brook, ,0,nl,Humber - Lower,1, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.943762041399999,-57.935284230000001,0.000000000000000,0.000000000000000,0,0, , , , , ,02YL000, ,8a0ec0f1-0857-46da-8417-8a0733e6eeef,496930c7-2568-4d81-9755-4df42858a249, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8a0ec0f1-0857-46da-8417-8a0733e6eeef,fishways, , ,0, , ,Newfoundland and Labrador,Denil,Margaret Bowater Park Dam, , ,02YL000,02YL
279,15.000000000000000, ,0,0, ,Emerson-Franklin, ,0,mb,Roseau,2,"Near Dominion City, Manitoba",Manitoba Water Resources Branch, , ,0.000000000000000, ,1.100000000000000,1,1.200000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.148152377099997,-97.170688159199997,0.000000000000000,0.000000000000000,0,0, , ,Restore passage to historic fish habitat,Roseau River, ,05OD000, ,8b02d78b-491c-4b12-a8d7-cfcbb0994b07,ca003636-7e09-4884-9a38-489c631fee17,{""Walleye (Sander vitreus)""},https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8b02d78b-491c-4b12-a8d7-cfcbb0994b07,fishways, , ,1992, , ,Manitoba,Nature-like fishway,Dominion City Dam, , ,05OD000,05OD
280,0.000000000000000, ,0,0,Yes,"Division No.  6, Subd. D",Counting data,2,nl,Exploits,3,"Fishway may not be pool and weir, this is based on a best guess, other fishway types used in Newfoundland are pool and orifice and vertical slot types (Moores and Ash 1984).", , ,Fisheries and Oceans Canada,0.000000000000000,Fisheries and Oceans Canada,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,49.015395366800000,-55.472221127899999,0.000000000000000,0.000000000000000,2,0,junsep,Fisheries and Oceans Canada,Allow access to upstream watershed,Exploits River, ,02YO000, ,8b091ec7-7d48-4136-ae61-d4c76921ff82,7cfbc818-7964-4d9f-b05c-a57dcc31960b,"{""Brook trout (Salvelinus fontinalis)"",""Atlantic salmon (Salmo salar)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8b091ec7-7d48-4136-ae61-d4c76921ff82,fishways, , ,1959,Surface,Bank,Newfoundland and Labrador,Pool and weir,Bishop's Falls Dam, , ,02YO000,02YOB
281,0.000000000000000, ,0,0, ,Kelsey, ,0,mb,Central Saskatchewan - Lower Carrot,6,Unsure of exact GPS location, , ,Ducks Unlimited Canada,0.000000000000000,Ducks Unlimited Canada,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,53.826276933400003,-101.327144283999999,0.000000000000000,0.000000000000000,0,0, , , ,Birch River, ,05KH000, ,8c043990-30fc-41d0-a2f3-6373980290db,71916a4f-26fc-400c-bce8-14b5d853e863, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8c043990-30fc-41d0-a2f3-6373980290db,fishways, , ,1940, , ,Manitoba,Vertical slot,Bracken Dam, , ,05KH000,05KH
282,0.000000000000000, ,0,0, ,Alberni-Clayoquot D,tagged fish tracked using observation of Peterson tags,2,bc,South Central Vancouver Island,6, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,19 baffles,0.000000000000000,0.000000000000000, ,1, ,49.328297220000003,-124.991758300000001,0.000000000000000,0.000000000000000,2,0, , , ,Stamp River, ,08HB001, ,8c0d3f7f-089c-43c0-bb6a-32b1ea39f2cb,760d99c8-fa74-4360-95ea-b618a72eda72, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8c0d3f7f-089c-43c0-bb6a-32b1ea39f2cb,fishways, , ,0,Surface,Bank,British Columbia,Vertical slot,Great Central Lake Dam, ,BC_2,08HB001,08HB
283,13.100000000000000, ,0,0, ,"East River, Part 2", ,0,pe,Central Prince Edward Island - Hillsborough,3, , , , ,6.100000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,46.367337120000002,-62.814825120000002,0.000000000000000,0.000000000000000,0,0, , , ,Head of Hillsborough River, ,01CC000, ,8c4b24c0-8a72-4f43-9ce1-7f75373c2a7a,10844915-91d1-4d64-a68e-c3d82e4e8cac,{""Rainbow smelt (Osmerus mordax)""},https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8c4b24c0-8a72-4f43-9ce1-7f75373c2a7a,fishways, , ,0, , ,Prince Edward Island,Pool and weir, , , ,01CC000,01CC
284,0.000000000000000, ,0,0, ,Eeyou Istchee Baie-James, ,0,qc,Central Eastmain,9,"Near Nemaska

fishway called BE-07

Techincal report 

Guay et Gendron 2010

contact info

Richard Verdon/

Jean Caumartin/

Jean-Christophe Guay",Hydro-Quabec, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,52.144560259999999,-76.143495759999993,0.000000000000000,0.000000000000000,0,0, , , ,Ryservoir de l'Eastmain 1,Ryservoir de l'Eastmain 1,03CB000, ,8d5c6593-01d7-4e43-bd6a-975bfca3162c,76a12cde-9d1d-46cd-8d42-41195049f9b0, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8d5c6593-01d7-4e43-bd6a-975bfca3162c,fishways, , ,0, , ,Quebec,Unknown,Rnservoir de l'Eastmain 1 BE-07,Rnservoir de l'Eastmain 1 BE-07, ,03CB000,03CB
285,0.000000000000000,"Improve fish passage, replaced undershot gates with overshot gates",2009,1, ,Okanagan-Similkameen C,Currently taking place,2,bc,Okanagan,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,49.256791669999998,-119.528750000000002,0.000000000000000,0.000000000000000,2,0, , ,pass migrating fish past the dam and into lake,Okanagan River, ,08NM000, ,8d944d7e-3700-4031-bdd4-558c7504767f,c766a9c2-50e6-4241-ab5f-b429db54fdcb, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8d944d7e-3700-4031-bdd4-558c7504767f,fishways, , ,1954,Surface,Bank,British Columbia,Pool and weir,McIntyre Dam, ,BC_161,08NM000,08NM
286,0.000000000000000,Improve passage through the fishway,2018,1,electronic fish counter,Thompson-Nicola E (Bonaparte Plateau),Radio tagged 10 fish,0,bc,Thompson - Mouth,6,Near Thompson River confluence, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,51.280555560000003,-120.676477800000001,0.000000000000000,0.000000000000000,0,0, , , ,Bonaparte River/Lake, ,08LF003, ,8f0418b0-2501-4dcc-98d3-578cb553a909,566813f6-8f8a-41b5-87df-47ba63d5826a, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/8f0418b0-2501-4dcc-98d3-578cb553a909,fishways, , ,1988, , ,British Columbia,Vertical slot,Bonaparte Dam, ,BC_14,08LF003,08LF
287,0.000000000000000, ,0,0, ,Vulcan County,Fish monitoring program using upstream fish traps,2,ab,Little Bow,2, , , ,"Mack, Slack & Associates Inc.",85.000000000000000,Alberta Infrastructure and Transportation,0.000000000000000,1,0.000000000000000,Nature-like fishway,0.000000000000000,0.000000000000000, ,1, ,50.128156819300003,-113.118510627000006,0.000000000000000,0.000000000000000,0,0, , ,Upstream passage of target species,Little Bow River, ,05AC000, ,915d6dad-c529-4ce0-9fa2-5742691f71fa,0468abe1-b5b9-4a7d-bb55-8a25f7c48dfa,"{""Mountain whitefish (Prosopium williamsoni)"",""White sucker (Catostomus commersonii)"",""Northern pike (Esox lucius)"",""Burbot (Lota lota)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/915d6dad-c529-4ce0-9fa2-5742691f71fa,fishways, , ,2003, ,Bank,Alberta,Nature-like fishway,Carmangay Weir, ,AB-04010503,05AC000,05AC
288,0.000000000000000, ,0,0, ,"Kings, Subd. D", ,0,ns,Gaspereau,3,There is not a fish way at coordinates. There is a dam and a downstream by pass. Passable for downstream migration only. Site is located near a hydro plant., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.999364000000000,-64.378272999999993,0.000000000000000,0.000000000000000,0,0, , , ,Black River, ,01DD000, ,95c78ebc-825b-4bbf-af1f-776deb378a94,1646ee37-ffb4-4918-a470-4954c0160ece, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/95c78ebc-825b-4bbf-af1f-776deb378a94,fishways, , ,0, , ,Nova Scotia,Pool and weir,Hollow Bridge, , ,01DD000,01DD
289,0.000000000000000, ,0,0, ,"Kings, Subd. A",Evaluation of fish Passage,0,ns,Gaspereau,3,Appears to be an old runaround fish way which was replaced by knocking out the dam. Dam has an outflow drop and a velocity barrier., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repairs & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.971200000000003,-64.613519999999994,0.000000000000000,0.000000000000000,0,0, , , ,North River, ,01DD000, ,96429e5a-191d-4bc5-9748-9b2e7183279c,8ce7ef29-3550-481b-af7a-d81f423eba66, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/96429e5a-191d-4bc5-9748-9b2e7183279c,fishways, , ,0, , ,Nova Scotia,Pool and weir,North Gaspereau Barrier Dam, , ,01DD000,01DD
290,0.000000000000000,Repeated modifications made since construction to improve fish passage,0,1, ,Moncton, ,2,nb,Petitcodiac,6,"See ""Opportunities and Challenges for Protecting, Restoring and Enhancing Coastal Habitats in the Bay of Fundy, by A. Locke, for a detailed description of all of the modifications made to the fishway", , , ,0.000000000000000, ,0.000000000000000,1,0.000000000000000,"Fishway designed for salmonid passage assumed it would pass many other species of fish

Fishway does not work very well",0.000000000000000,0.000000000000000, ,0, ,46.065783330000002,-64.806638890000002,0.000000000000000,0.000000000000000,2,0, , ,to pass fish community upstream,Petitcodiac River, ,01BU000, ,97a5c6e4-195f-4354-a34e-85246292f8e7,7aab926f-7733-4161-a19a-463cf16674c1,"{""Atlantic salmon (Salmo salar)"",""American Shad (Alosa sapidissima)"",""Rainbow smelt (Osmerus mordax)"",""Alewife (Alosa pseudoharengus)"",""Striped bass (Morone saxatilis)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/97a5c6e4-195f-4354-a34e-85246292f8e7,fishways, , ,1968,Surface,Bank,New Brunswick,Vertical slot,Petitcodiac River Causeway, , ,01BU000,01BU
291,0.000000000000000, ,0,0,Fish counting trap,Three Rivers, ,2,pe,Northeastern Prince Edward Island,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,46.300256454200003,-62.712627697400002,0.000000000000000,0.000000000000000,2,0, , ,to pass atlantic salmon upstream,Morell River, ,01CD000, ,9ae90453-1a73-48b6-8faf-89c4d90806d7,b494bb2d-e859-49b6-a114-42adaeb1ecce,{""Atlantic salmon (Salmo salar)""},https://cabd-web.azurewebsites.net/cabd-api/features/datasources/9ae90453-1a73-48b6-8faf-89c4d90806d7,fishways, , ,0,Surface,Bank,Prince Edward Island,Pool and weir,Leards Pond Fishway, , ,01CD000,01CD
292,0.000000000000000, ,0,0, ,Queens,Evaluation of fish Passage,0,ns,Mersey,3,"The top baffle is the only one baffle remaining intact. The second baffle down from the top is there but it has been broken. The entire structure is unsound, including the dam. There is water entering the fish way through the walls.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repair & Requires Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.032480000000000,-64.718059999999994,0.000000000000000,0.000000000000000,0,0, , , ,Meadow Pond Brook, ,01ED000, ,a1c6075b-940f-42c3-95c0-a9a5ced23b23,f6d98258-3aa7-45f6-8288-6a01788e4a30, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a1c6075b-940f-42c3-95c0-a9a5ced23b23,fishways, , ,0, , ,Nova Scotia,Pool and weir,Meadow Pond Fishway, , ,01ED000,01ED
293,0.000000000000000, ,0,0, ,Bonnyville No. 87, ,0,ab,Upper Beaver (Alta.-Sask.),1, , , , ,0.000000000000000, ,0.000000000000000,1,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,54.524094439999999,-110.328725000000006,0.000000000000000,0.000000000000000,0,0, , ,To pass Esox lucius and Sander vitreus,Ethel Lake, ,06AC000, ,a21e65d2-417d-4085-ba72-b9ac10aa3801,770aea67-6d0a-4425-8281-db6aa0b3527a, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a21e65d2-417d-4085-ba72-b9ac10aa3801,fishways, , ,1986, , ,Alberta,Denil,Ethel Lake Weir, ,AB-12020104,06AC000,06AC
294,0.000000000000000, ,0,0, ,"Division No. 6, Subd. D",counting data,0,nl,Exploits,3, , , ,Fisheries and Oceans Canada,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.927646235600001,-55.521399104799997,0.000000000000000,0.000000000000000,0,0,junsep,Fisheries and Oceans Canada,To pass migrating salmon upstream,Exploits River, ,02YO000, ,a30a0a09-9b3d-4c43-a572-70cbbaa666bf,1b9114a2-e9be-4d14-b404-62c6ec1be131,"{""American eel (Anguilla rostrata)"",""Atlantic salmon (Salmo salar)"",""Brook trout (Salvelinus fontinalis)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a30a0a09-9b3d-4c43-a572-70cbbaa666bf,fishways, , ,1960, , ,Newfoundland and Labrador,Pool and weir,Great Rattling Brook Fishway, , ,02YO000,02YOB
295,0.000000000000000, ,0,0, ,Clarington, ,0,on,Ganaraska,3,"Private Dam, MNR owns fishway through an MOU.

Has four resting pools

Continuous operation with seasonal adjustments

Has a lamprey trap

Stop logs control water flow

Large bend in fishway results in a small pool which limits passage of large fish.

Bo",Yes Valleys volunteers group, , ,8.000000000000000, ,0.000000000000000,0,2.300000000000000, ,0.000000000000000,0.000000000000000, ,0, ,43.907994062699998,-78.689063666600006,0.000000000000000,0.000000000000000,0,0, , , ,Bowmanville Creek, ,02HD000, ,a3a1317f-8386-4937-9aa0-72a4a92e0294,0fb96ec0-799e-4cd5-a761-c0753b3b286f,{""Atlantic salmon (Salmo salar)""},https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a3a1317f-8386-4937-9aa0-72a4a92e0294,fishways, , ,1988, , ,Ontario,Pool and weir,Goodyear Dam, ,ON-029B-01,02HD000,02HD
